episode,total_demand,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48
1745,1819,4,0,11,17,8,2,0,12,17,12,23,8,2,7,53,54,67,17,2,10,26,47,299,107,3,5,46,45,84,132,89,49,24,17,78,33,65,77,0,50,67,22,14,48,24,22,10,7,3
1746,1783,11,0,3,20,14,3,0,8,17,12,23,6,1,5,53,58,72,16,0,9,34,63,258,106,8,4,35,43,74,113,95,43,10,19,64,45,72,80,2,50,82,26,12,50,27,15,10,9,3
1747,1803,4,0,3,18,14,3,0,10,18,8,19,10,0,5,52,59,92,14,2,7,34,55,286,121,2,3,42,28,62,136,77,36,17,28,69,54,71,74,1,55,80,17,16,36,24,12,15,10,4
1748,1783,5,2,4,17,10,4,0,12,15,16,19,6,2,11,66,54,88,16,5,10,33,53,274,110,7,3,42,44,66,121,81,34,13,28,81,44,60,62,1,48,75,13,13,48,25,16,19,6,1
1749,1848,6,1,3,24,14,3,0,13,21,10,29,9,0,8,52,52,93,15,4,9,22,58,300,128,5,9,37,55,62,128,66,44,12,20,79,46,58,71,1,45,76,20,13,45,32,14,22,12,2
1750,1809,10,1,6,19,12,5,0,17,18,8,18,7,2,8,48,63,62,20,3,2,29,61,268,127,8,7,42,41,56,132,85,38,19,43,72,51,66,81,1,63,67,22,10,34,21,17,10,6,3
1751,1834,10,1,4,29,9,2,0,15,18,7,16,12,3,14,53,63,76,12,3,7,23,48,260,129,3,4,47,51,81,133,105,37,20,25,75,43,67,69,2,50,83,27,10,33,19,16,13,5,2
1752,1869,10,1,5,21,9,4,0,17,24,13,19,12,3,7,50,73,62,13,1,9,41,56,258,113,6,6,48,36,79,134,79,42,20,23,86,38,76,82,2,44,99,22,22,36,29,21,10,5,3
1753,1820,10,0,11,23,7,4,0,12,25,11,23,9,1,5,57,52,56,17,8,8,34,46,293,112,3,8,55,41,83,147,71,45,12,18,71,47,57,71,1,49,91,22,12,36,20,13,17,4,2
1754,1817,13,0,3,13,10,4,0,15,22,14,18,4,2,7,43,50,54,15,0,8,30,63,270,132,12,12,41,39,77,128,92,50,15,27,78,44,59,54,1,50,96,20,14,42,27,22,13,9,5
1755,1854,6,1,6,22,14,7,0,14,20,6,31,8,3,5,58,58,69,20,6,11,46,52,281,112,6,2,38,43,70,146,85,40,14,28,79,31,70,78,2,34,79,14,18,50,26,20,20,3,2
1756,1758,9,0,3,22,8,1,0,19,16,5,29,11,1,7,37,46,68,18,0,12,26,51,250,105,4,8,50,44,80,128,80,30,23,20,83,41,71,73,0,47,84,20,15,53,28,11,11,8,2
1757,1887,13,1,7,19,12,0,1,13,19,9,22,12,7,9,58,62,74,19,2,8,36,55,303,135,5,1,41,32,70,121,90,39,15,22,79,43,75,75,1,34,86,21,12,55,24,27,16,3,4
1758,1821,7,0,8,24,11,3,0,15,14,8,15,5,4,3,53,63,82,12,2,8,33,67,288,117,5,4,36,37,81,137,72,46,18,27,84,40,65,58,0,49,84,20,8,44,23,25,9,6,1
1759,1877,10,0,7,13,9,6,0,18,25,10,20,8,2,8,52,73,70,16,2,6,31,66,286,114,4,7,51,47,68,147,76,51,22,29,79,49,68,77,1,41,61,18,15,44,28,15,17,8,2
1760,1800,11,0,6,20,14,3,0,14,20,16,29,12,1,5,50,55,54,18,2,5,26,60,296,123,5,2,34,32,68,120,86,44,14,21,76,40,71,77,1,41,76,19,13,47,36,16,7,11,3
1761,1822,12,1,4,15,13,0,0,13,14,10,23,6,2,2,34,56,80,24,3,13,30,56,290,116,9,9,46,38,73,160,96,33,19,26,56,47,55,69,1,36,74,23,19,45,25,21,17,7,1
1762,1798,12,0,6,25,11,3,0,9,23,13,21,5,0,4,57,64,84,16,3,9,40,62,300,104,5,0,37,38,66,145,68,37,23,20,76,35,67,64,3,49,71,18,11,39,22,11,14,7,1
1763,1882,12,3,6,18,15,4,0,6,21,10,25,10,1,6,47,59,73,10,4,13,40,49,294,125,3,4,41,41,79,147,76,43,12,20,77,29,68,76,0,59,101,20,19,47,26,17,12,11,3
1764,1865,9,0,4,23,9,0,0,15,12,9,19,8,0,6,63,59,74,28,2,11,35,52,288,131,6,3,52,43,59,126,78,43,26,24,70,39,73,84,3,62,68,25,18,39,21,19,18,8,1
1765,1831,14,1,7,18,15,2,0,17,16,8,18,8,5,6,54,44,69,20,2,7,26,48,268,137,3,3,52,26,72,143,95,40,19,29,89,39,69,81,1,46,75,21,10,39,28,15,16,6,4
1766,1800,5,2,4,18,6,6,0,13,19,9,11,10,1,7,58,61,69,13,2,7,23,44,315,109,8,3,42,38,60,128,90,44,18,20,88,34,68,76,2,39,77,27,16,40,17,23,13,12,5
1767,1838,16,0,7,20,15,4,0,11,30,10,24,6,3,6,43,57,67,15,0,8,35,64,297,115,0,3,51,42,83,138,76,41,28,18,79,43,45,81,1,31,84,18,10,43,24,21,15,5,5
1768,1804,7,1,3,17,6,0,1,13,13,9,18,4,0,7,54,54,71,23,1,11,20,59,275,124,7,8,43,39,67,135,92,46,14,23,59,43,64,93,0,43,97,12,13,49,24,22,6,10,4
1769,1837,13,0,6,17,15,0,0,12,17,9,23,7,2,13,50,51,97,11,2,10,30,59,282,104,5,8,48,41,80,134,88,50,20,21,69,43,52,62,1,51,96,16,18,45,20,16,16,3,4
1770,1780,10,1,8,12,19,3,0,13,15,8,26,12,5,9,51,70,67,17,1,15,26,57,292,111,2,8,45,39,59,136,67,29,21,26,63,36,62,82,0,35,72,34,19,44,15,19,8,9,2
1771,1813,9,0,3,19,9,5,0,13,16,6,25,14,1,8,45,47,71,11,2,10,30,50,281,107,9,3,51,41,62,143,93,51,18,30,85,39,60,76,0,39,75,24,15,46,25,27,9,8,2
1772,1887,12,0,2,19,14,3,0,17,19,10,28,13,5,12,47,61,75,20,1,5,33,68,263,115,8,5,53,36,70,151,71,56,16,25,70,43,67,81,2,54,93,20,17,35,28,21,16,5,2
1773,1849,6,0,11,20,12,3,0,15,19,7,25,13,3,5,62,57,75,18,3,11,32,72,304,110,5,4,40,49,57,113,78,44,22,18,86,44,65,73,3,45,82,27,16,33,25,22,9,4,2
1774,1807,18,1,6,22,7,4,0,7,16,5,22,8,3,12,44,60,82,11,6,16,31,57,269,116,3,5,46,45,71,131,85,35,13,25,65,43,80,81,1,43,73,24,19,43,18,14,10,8,3
1775,1826,12,2,4,18,12,4,0,13,17,7,24,6,1,8,41,60,73,15,2,2,32,58,302,131,7,6,40,42,70,139,73,49,14,20,76,32,81,63,1,44,88,23,11,35,26,19,13,7,3
1776,1820,6,0,2,22,16,1,0,16,23,14,25,10,0,6,55,61,68,16,3,19,31,50,300,118,8,11,34,32,82,121,84,48,15,22,69,29,57,82,0,43,76,21,15,35,26,19,16,12,1
1777,1872,9,1,4,22,15,1,0,14,14,10,17,14,6,11,46,50,76,16,0,11,38,66,285,121,0,4,39,40,89,158,85,37,14,13,73,48,76,74,0,59,75,18,14,41,26,19,11,7,5
1778,1784,15,0,3,16,9,4,0,16,16,7,33,5,1,4,50,47,86,13,2,7,50,53,281,126,0,9,46,39,65,142,82,26,10,17,86,40,54,76,0,41,70,18,14,36,18,27,17,4,3
1779,1750,1,1,5,13,11,0,0,8,18,6,22,6,3,4,56,60,76,13,2,7,33,62,265,111,5,6,30,42,65,133,90,41,22,18,73,34,71,68,2,43,82,24,13,45,29,13,9,7,2
1780,1858,10,2,6,21,12,1,0,12,24,13,31,13,0,7,56,56,75,14,1,10,40,44,272,116,4,4,42,43,70,136,83,44,15,22,86,38,70,68,2,50,80,28,12,51,26,23,14,8,3
1781,1813,3,2,5,13,6,1,0,13,19,13,23,8,2,7,48,72,69,11,4,11,31,56,263,126,6,4,55,42,82,115,85,41,16,27,74,38,72,68,0,43,94,19,17,47,22,17,14,8,1
1782,1849,13,1,7,21,14,1,0,17,11,11,21,6,2,4,42,60,69,19,2,15,35,54,269,134,3,5,44,39,69,159,83,50,18,27,79,38,65,76,1,58,73,21,12,37,28,16,11,5,4
1783,1885,10,0,3,23,10,1,0,16,16,14,26,10,1,0,48,48,76,17,1,16,39,67,306,119,5,4,41,37,68,126,82,42,17,22,79,35,54,91,0,56,95,32,14,49,25,24,15,2,3
1784,1844,12,2,5,10,11,3,0,15,17,13,15,6,2,7,51,56,71,5,1,9,27,58,299,126,3,6,41,44,73,156,92,46,12,18,81,34,62,65,0,55,92,25,11,41,22,19,10,11,4
1785,1840,8,0,4,27,16,4,0,13,17,11,29,11,3,6,52,51,67,10,2,7,26,47,260,129,8,4,57,39,71,150,92,41,18,21,70,26,63,82,2,50,93,24,15,51,19,24,11,9,0
1786,1823,7,1,7,20,6,2,0,14,21,15,26,13,0,3,49,57,84,17,4,4,37,47,277,125,4,2,43,40,66,124,106,37,20,24,74,44,58,75,2,60,65,26,12,44,22,17,15,5,2
1787,1767,7,1,3,18,14,3,0,12,17,9,25,10,3,5,47,59,70,15,4,10,28,43,274,113,7,5,35,46,81,137,79,55,13,22,74,45,68,69,1,35,85,15,10,39,18,14,13,9,2
1788,1818,10,0,5,24,17,0,1,15,22,7,26,6,0,6,49,47,69,7,6,14,28,59,267,126,9,5,56,39,57,136,83,37,29,20,78,38,69,67,1,48,86,20,16,48,22,19,13,7,4
1789,1782,4,0,5,15,10,2,0,10,20,8,24,6,1,3,51,64,78,20,1,15,44,56,248,115,4,2,37,52,81,124,72,42,22,17,80,34,66,76,1,45,95,15,12,46,22,16,11,8,2
1790,1773,13,0,5,14,11,4,0,12,20,7,30,5,3,3,56,53,74,13,2,11,29,44,290,126,3,5,31,41,69,113,79,39,14,19,86,44,66,77,2,39,73,22,15,45,31,9,15,7,4
1791,1824,10,1,3,18,18,0,0,23,18,18,17,10,6,6,46,58,60,8,3,14,23,64,279,134,4,3,50,57,59,131,77,40,16,21,89,43,64,76,2,44,69,17,21,36,24,18,10,13,3
1792,1783,15,2,4,16,10,3,0,4,18,14,22,9,0,9,43,62,55,16,1,11,27,66,281,109,3,1,54,33,57,151,74,45,18,29,75,42,57,64,1,53,74,19,14,40,38,19,10,9,6
1793,1805,8,2,6,18,18,2,0,12,22,9,25,12,4,12,56,51,75,14,1,10,31,49,271,122,8,1,46,38,74,138,79,45,17,24,72,45,63,72,1,46,86,20,11,43,18,13,11,2,2
1794,1832,6,1,12,18,13,1,0,13,17,10,19,7,2,9,54,63,73,14,2,5,38,67,285,114,6,4,38,44,71,121,80,43,13,19,75,45,64,64,0,38,81,28,19,61,18,23,21,7,6
1795,1881,13,0,8,21,7,3,0,10,17,12,19,8,3,5,71,54,67,14,9,12,25,55,308,123,6,6,42,44,82,143,82,43,21,25,75,38,78,72,2,42,67,29,16,42,28,20,6,5,3
1796,1758,9,1,5,22,12,3,0,11,19,8,23,12,1,5,37,50,78,21,4,8,43,58,269,112,8,5,45,35,73,120,89,45,17,24,60,47,59,76,1,49,75,14,6,32,26,19,11,7,4
1797,1775,15,2,6,17,11,5,0,11,21,10,25,11,3,13,49,51,84,19,1,12,27,51,233,115,4,7,49,48,59,148,80,34,18,28,78,42,68,76,0,43,72,15,11,41,27,18,11,4,2
1798,1835,14,0,1,17,17,6,0,19,17,8,18,9,0,7,54,62,84,12,0,5,29,67,244,118,8,4,58,39,87,109,79,60,24,32,80,43,67,63,1,46,84,17,16,45,28,18,10,4,5
1799,1800,5,1,6,18,11,0,0,16,21,11,20,6,2,10,58,49,67,15,4,17,34,54,274,116,5,8,41,35,65,150,82,42,18,26,60,52,66,71,0,52,68,20,11,48,30,12,15,6,2
1800,1837,18,1,4,20,9,3,0,8,16,19,26,7,1,6,44,59,68,12,3,8,30,46,296,87,2,5,46,34,78,155,78,46,18,19,103,37,60,70,0,44,91,22,10,62,24,16,18,6,2
1801,1859,5,0,8,20,10,2,0,10,15,8,23,8,3,4,46,75,75,15,6,12,31,49,300,133,6,2,57,46,62,125,86,30,17,23,76,34,82,82,2,53,79,22,14,44,22,14,15,5,3
1802,1829,11,1,4,27,11,3,0,17,20,12,18,6,0,7,44,43,69,16,2,10,32,49,290,120,3,4,52,35,57,122,105,42,16,26,64,40,69,94,1,49,72,23,18,51,20,18,17,18,1
1803,1835,10,0,5,23,9,3,0,12,14,6,17,10,2,10,51,58,70,22,1,8,29,50,294,119,5,2,42,49,80,146,64,35,18,14,87,34,71,80,1,48,82,25,17,35,28,14,21,11,3
1804,1825,7,1,3,20,7,5,0,14,23,8,24,8,3,6,42,65,79,16,1,13,33,49,294,133,4,2,43,32,67,147,66,45,10,18,60,40,89,81,2,43,91,20,9,38,33,18,6,7,0
1805,1862,15,1,4,24,10,0,0,10,20,17,20,9,3,6,45,60,72,15,0,15,31,61,288,125,5,7,51,32,77,156,83,52,12,26,84,40,51,60,2,54,76,26,13,47,14,19,13,5,6
1806,1835,8,0,1,26,11,2,0,16,25,5,22,6,1,9,50,56,72,16,3,10,34,58,272,113,5,5,51,40,78,138,93,29,12,22,80,34,80,74,1,48,82,27,10,48,21,21,15,4,1
1807,1887,10,0,1,16,9,2,0,20,19,10,18,11,3,9,49,48,78,14,2,6,34,74,296,122,3,2,52,33,78,134,92,41,16,20,91,40,71,66,0,50,80,27,16,47,38,14,18,4,3
1808,1880,8,2,3,23,17,1,0,14,13,7,24,7,5,5,30,70,83,14,2,11,27,68,309,125,3,10,42,37,75,137,74,43,17,28,83,43,85,62,3,41,85,32,14,32,20,25,14,6,1
1809,1873,13,1,6,16,13,1,0,17,18,10,27,5,2,6,59,51,64,18,0,12,34,67,278,121,8,7,53,38,70,160,76,45,20,18,88,36,73,81,0,45,77,30,23,32,23,14,11,5,1
1810,1807,17,1,6,16,4,1,0,15,25,11,22,8,4,5,60,62,79,16,1,12,32,41,270,110,8,7,55,46,67,143,85,46,21,21,82,30,60,80,0,47,68,16,11,39,14,19,15,8,1
1811,1822,9,2,7,18,18,2,0,12,19,10,28,7,2,7,36,58,72,16,3,5,22,46,285,118,1,6,43,47,68,147,87,43,16,23,79,42,69,64,1,52,94,23,15,37,21,11,20,11,0
1812,1876,8,3,3,22,13,0,0,15,17,11,19,8,3,8,48,61,68,10,0,16,28,59,284,116,7,4,45,42,69,159,86,48,14,17,87,34,63,80,2,54,79,26,24,38,27,26,12,7,6
1813,1799,7,0,5,21,13,0,0,17,26,7,20,7,2,4,58,59,70,10,2,12,26,49,277,123,4,2,52,47,57,132,66,42,10,27,78,43,60,70,1,44,92,36,18,37,28,18,10,8,2
1814,1836,4,1,6,16,9,4,0,8,24,12,30,14,2,5,56,63,75,13,3,9,33,65,288,126,3,2,57,38,70,104,91,47,18,22,95,41,75,56,3,36,66,19,18,37,29,17,16,7,3
1815,1837,4,0,5,12,8,5,0,16,19,7,28,10,0,6,39,55,73,15,2,16,40,46,280,127,5,3,47,51,76,147,75,52,15,27,77,33,82,71,0,48,76,19,20,43,22,19,11,4,1
1816,1811,6,1,7,20,10,0,0,13,20,13,21,9,5,7,44,50,89,21,1,11,36,60,266,126,3,3,43,41,64,149,75,45,13,17,76,32,80,73,2,35,83,18,9,50,25,21,10,6,2
1817,1820,15,0,1,19,9,3,0,11,21,6,13,8,6,9,45,56,77,24,0,8,39,62,294,127,4,4,56,35,58,125,70,36,10,22,82,33,68,74,1,63,79,19,18,39,26,16,19,7,3
1818,1818,16,1,3,19,10,0,1,10,22,10,26,13,0,11,48,62,61,14,0,13,41,47,282,114,3,1,41,52,69,133,63,40,16,21,78,34,66,80,3,54,87,29,11,34,26,21,18,13,1
1819,1821,13,0,3,16,12,1,0,8,20,11,16,12,3,10,47,41,66,12,1,9,41,43,288,111,4,4,51,48,70,154,84,41,20,22,83,38,70,73,0,43,82,22,18,45,22,21,14,5,3
1820,1804,14,0,4,19,9,3,0,11,14,11,28,8,5,7,48,44,62,9,0,18,43,51,295,107,0,3,57,37,67,128,89,39,6,26,82,37,76,55,0,68,77,26,9,38,30,22,11,9,2
1821,1787,5,1,3,19,15,6,0,17,20,11,21,6,3,7,58,50,67,11,5,8,24,51,272,112,4,6,47,50,81,140,69,50,17,24,75,40,63,70,1,53,76,16,7,43,22,21,13,6,1
1822,1828,8,0,7,23,8,3,0,12,10,8,18,8,2,4,50,63,62,23,2,16,32,55,285,115,6,6,39,46,78,137,82,42,18,22,57,49,61,86,2,50,83,34,12,43,32,15,8,3,3
1823,1876,9,1,6,24,7,5,0,21,26,5,14,7,1,4,65,55,75,15,2,7,38,47,315,120,7,3,48,52,76,131,74,39,11,29,71,51,58,85,0,62,83,22,10,33,22,22,9,7,2
1824,1781,5,3,4,19,10,2,0,15,16,10,19,11,1,8,38,54,61,17,5,7,25,57,293,118,3,6,32,37,89,137,85,39,11,14,76,33,64,88,2,48,84,14,13,44,21,16,13,13,1
1825,1764,3,1,2,14,15,2,0,12,13,10,18,9,2,4,55,45,65,17,1,9,24,70,270,126,5,2,39,33,64,134,92,34,10,29,77,34,67,78,1,47,94,26,16,48,24,8,5,8,2
1826,1865,9,1,6,22,14,2,0,16,15,8,21,5,1,5,45,67,81,14,4,17,33,62,281,127,4,3,55,34,60,143,82,52,20,18,72,44,67,87,0,35,83,23,15,40,33,18,12,9,0
1827,1810,6,2,6,25,13,3,0,10,25,6,24,6,2,6,36,58,73,13,5,9,31,41,293,129,5,7,38,42,80,132,81,35,13,29,88,37,68,70,0,50,71,22,9,42,19,21,17,9,3
1828,1785,8,0,6,24,7,1,0,13,12,9,24,15,5,10,47,61,71,23,4,12,33,46,261,123,4,2,40,60,52,148,92,51,11,21,91,32,65,64,1,35,82,18,11,44,19,12,9,5,1
1829,1803,6,3,6,29,19,3,0,14,23,12,17,17,4,5,54,60,73,17,2,8,38,64,255,103,5,10,40,36,73,135,82,39,13,33,75,38,74,66,1,49,83,19,8,45,15,16,9,6,1
1830,1775,15,2,2,20,14,3,0,18,22,8,25,6,2,7,45,46,64,20,1,4,36,50,262,128,5,2,43,39,76,108,76,44,16,23,69,40,70,73,1,59,94,25,9,40,27,22,7,6,1
1831,1837,11,1,4,18,16,1,0,10,24,3,17,12,0,6,62,48,78,10,2,12,30,49,297,116,1,9,36,41,62,149,83,50,22,25,81,37,68,77,2,57,79,27,11,34,18,19,15,4,3
1832,1799,9,1,5,8,15,3,0,12,19,6,23,12,1,3,45,47,66,15,2,6,36,77,257,127,3,2,45,28,84,143,78,42,14,28,98,45,60,76,0,50,68,14,16,47,26,19,11,6,1
1833,1834,6,0,6,18,14,4,0,14,24,8,19,8,1,4,41,45,76,17,5,9,27,69,287,132,6,3,49,40,71,129,89,38,18,25,76,42,80,75,1,54,69,21,13,46,14,19,17,3,2
1834,1874,10,1,3,22,6,3,0,24,16,10,28,9,2,4,45,37,91,16,3,13,32,63,293,130,4,3,35,41,83,126,77,53,16,32,89,35,65,66,4,47,91,24,10,44,21,22,10,12,3
1835,1836,12,1,9,20,9,4,0,13,22,5,26,7,0,5,56,54,73,20,3,14,23,54,315,121,6,6,38,27,66,133,85,49,12,20,71,42,58,80,0,45,91,23,12,36,26,24,12,4,4
1836,1891,7,0,3,27,13,3,0,16,28,10,27,9,3,4,55,47,63,15,2,12,36,51,308,126,6,6,26,37,64,139,69,48,15,31,73,44,85,73,3,46,110,22,12,49,26,13,17,7,5
1837,1929,8,1,8,17,10,0,0,13,19,9,20,6,2,5,56,63,78,10,1,12,45,61,298,110,4,3,47,43,63,159,89,47,15,29,101,41,63,67,0,59,85,24,11,46,33,24,14,10,0
1838,1840,11,2,2,19,13,4,0,11,11,14,26,7,2,10,60,51,67,20,3,8,32,49,262,106,5,5,42,57,84,120,88,38,15,27,85,53,68,68,5,48,78,21,16,47,33,22,8,10,7
1839,1782,11,2,7,24,14,1,0,11,14,11,20,9,2,10,55,50,65,13,1,7,27,60,267,117,6,2,42,49,68,127,91,44,17,20,73,28,70,63,0,55,92,22,13,27,26,18,18,10,3
1840,1834,11,0,4,18,12,3,0,14,17,10,25,7,2,11,56,66,71,14,2,11,39,43,277,119,3,2,33,27,65,154,77,53,21,29,70,43,59,79,1,45,93,19,13,43,27,17,17,9,3
1841,1780,10,1,5,17,14,0,0,7,10,10,15,14,5,5,59,66,73,19,3,8,40,49,247,123,5,8,56,34,71,131,77,47,15,20,61,49,51,91,0,48,70,19,16,45,18,20,16,10,2
1842,1856,11,0,4,23,13,1,0,10,19,13,22,9,2,7,41,51,84,20,2,5,37,62,263,135,5,1,56,33,99,132,74,44,18,26,69,43,64,71,2,49,82,16,10,54,29,23,15,2,5
1843,1804,3,1,3,21,8,3,0,13,19,13,22,5,2,6,46,49,78,15,2,7,29,46,278,123,5,6,57,35,72,133,85,59,21,32,71,40,59,66,0,46,83,24,10,43,30,17,13,4,1
1844,1764,13,0,7,17,20,0,0,16,18,7,20,10,1,12,40,38,74,19,4,9,28,58,276,137,4,5,36,28,67,130,82,46,17,16,75,42,72,69,0,41,71,18,12,46,20,15,13,10,5
1845,1816,8,0,5,21,11,2,0,18,17,9,26,8,1,7,59,60,69,13,5,9,29,59,258,114,5,8,50,34,81,153,67,48,15,25,66,27,66,75,4,54,74,19,16,42,25,25,21,7,1
1846,1752,11,0,5,13,8,1,0,7,20,4,27,11,0,7,59,44,75,21,2,16,29,71,272,97,4,3,60,41,61,114,66,39,10,13,74,44,71,89,1,42,83,21,16,46,10,23,11,10,0
1847,1828,5,1,5,21,14,3,0,12,19,11,18,8,5,8,47,51,75,15,4,5,27,49,279,123,3,5,46,35,96,136,81,40,27,20,93,48,51,67,0,45,85,30,9,43,24,14,19,5,1
1848,1764,9,0,4,18,15,1,0,9,16,10,21,7,4,4,54,54,54,15,0,11,45,52,278,133,5,4,28,33,77,131,85,36,13,24,70,46,60,72,1,44,87,22,17,28,27,18,10,12,0
1849,1807,11,1,3,11,12,1,0,11,14,14,17,8,0,4,51,46,60,17,2,10,27,56,286,121,6,5,41,23,72,144,86,32,14,19,76,38,77,90,1,55,99,28,17,39,17,21,13,7,4
1850,1878,16,0,11,22,13,8,0,12,16,5,21,6,1,9,56,57,63,13,2,14,28,59,292,133,3,3,56,36,75,122,87,43,13,27,74,42,83,81,2,42,91,23,13,30,36,15,16,8,0
1851,1816,8,3,4,19,6,2,0,19,17,15,35,13,5,12,51,55,65,18,3,8,27,62,295,111,5,2,43,30,64,138,82,51,13,27,74,35,62,74,1,50,79,18,21,44,19,13,12,4,2
1852,1835,6,0,4,19,9,5,0,12,15,10,24,8,3,6,45,57,79,17,3,8,36,53,261,122,3,7,47,37,74,124,101,44,15,35,91,57,68,79,3,46,83,17,15,41,15,12,9,7,3
1853,1816,11,2,2,22,8,4,0,12,14,18,26,8,0,10,50,57,69,20,1,8,32,39,273,126,8,7,42,29,75,161,83,48,23,22,97,33,57,73,1,49,69,20,9,28,21,23,13,10,3
1854,1783,7,1,4,19,6,2,0,9,15,7,27,8,2,5,46,52,76,14,2,12,39,52,275,103,8,5,57,36,62,144,76,42,19,24,78,47,69,63,2,63,68,22,11,41,31,13,10,5,4
1855,1891,11,2,5,19,11,3,0,11,23,8,19,9,1,4,48,51,68,16,2,12,40,46,305,137,8,2,52,42,71,155,87,44,17,24,86,41,63,72,3,46,80,30,11,47,26,18,6,6,3
1856,1907,11,1,1,19,11,8,1,10,14,5,28,10,1,9,58,62,80,19,1,9,25,46,283,133,3,8,45,48,91,120,77,48,13,28,84,39,80,64,3,53,93,24,18,45,34,23,12,8,1
1857,1837,12,2,2,15,13,4,1,8,19,11,21,8,2,5,49,57,64,15,1,10,35,49,288,113,5,5,51,47,56,130,82,49,13,25,77,40,70,81,1,50,105,21,10,39,29,20,18,6,3
1858,1842,13,1,7,20,8,0,0,17,20,17,22,9,5,9,66,51,75,22,1,8,27,44,292,130,2,3,45,45,71,127,76,43,15,22,77,46,69,76,0,59,70,28,14,38,19,9,14,5,5
1859,1838,17,0,5,13,12,3,0,9,20,18,23,5,3,9,40,58,69,14,1,9,32,54,265,130,5,1,41,40,56,153,76,43,16,22,93,54,60,76,0,51,94,18,13,39,31,19,18,9,1
1860,1895,13,1,6,23,7,3,0,12,17,10,18,8,2,7,44,65,75,11,2,7,29,64,297,97,7,5,52,31,92,150,79,51,14,26,93,39,66,81,2,57,112,25,8,39,15,10,14,8,1
1861,1822,9,0,6,13,13,2,0,11,17,8,19,5,5,5,46,69,64,14,3,9,30,41,301,115,4,4,45,35,62,143,72,61,14,19,76,43,70,84,1,49,76,27,13,57,22,15,16,5,4
1862,1719,9,1,1,21,12,4,0,14,21,13,17,7,1,5,49,64,77,15,0,11,27,58,271,110,2,2,45,39,68,138,79,41,8,20,66,31,47,71,2,33,86,13,11,35,37,17,12,5,3
1863,1852,11,1,1,20,17,2,0,17,20,9,25,5,3,8,55,39,66,11,2,10,28,44,274,122,5,3,39,37,79,128,103,40,21,23,86,50,66,86,2,55,88,23,16,40,28,20,12,10,2
1864,1861,9,0,10,19,9,5,0,18,17,9,25,8,1,8,44,49,84,25,2,11,27,55,284,134,6,2,34,46,66,136,94,49,14,24,81,49,60,82,1,42,83,30,8,39,19,15,12,13,3
1865,1792,15,3,8,17,20,4,1,10,13,8,19,10,3,9,56,57,72,10,0,11,32,59,258,108,6,5,33,33,83,130,74,40,7,18,88,40,72,76,2,47,87,24,14,35,37,15,15,7,1
1866,1848,8,1,13,21,14,0,0,7,17,12,22,6,2,8,47,41,67,10,4,7,25,55,302,132,4,3,49,35,79,150,74,36,16,31,86,33,70,79,3,53,79,20,19,40,29,15,12,8,4
1867,1836,8,1,6,23,6,2,0,11,24,10,16,14,2,8,52,45,80,11,1,11,35,54,263,131,7,1,46,36,71,126,81,52,16,34,88,44,64,77,1,52,80,13,16,58,28,11,14,5,1
1868,1705,12,2,3,15,14,0,0,8,18,8,29,5,4,8,45,53,56,14,6,13,29,54,261,115,1,3,45,43,61,131,70,40,7,20,95,35,62,68,0,49,76,17,10,34,22,15,15,11,3
1869,1835,15,1,2,18,17,3,0,16,12,12,18,8,4,4,39,69,53,12,2,11,44,70,279,109,5,3,42,48,73,151,65,45,18,18,76,46,62,70,3,45,107,24,19,45,21,12,13,4,2
1870,1806,8,0,2,18,10,2,0,13,12,8,22,9,3,5,53,45,73,17,1,15,31,53,290,109,8,4,54,40,78,126,94,34,13,30,81,42,65,68,1,54,89,17,17,42,22,9,11,5,3
1871,1752,10,1,6,13,15,2,0,10,9,15,26,9,1,10,51,49,67,12,2,10,29,40,253,103,9,3,41,26,90,128,92,38,20,29,80,39,67,86,1,43,87,12,14,43,30,13,12,5,1
1872,1757,9,1,7,16,8,2,0,16,17,10,28,13,3,2,60,66,56,14,2,6,31,47,269,108,4,3,53,42,83,139,72,44,26,24,71,45,59,66,0,34,83,17,10,35,24,9,11,10,2
1873,1733,12,2,4,17,9,0,0,12,18,8,14,10,1,3,50,60,61,20,2,7,27,57,282,111,5,4,43,53,65,126,78,26,19,20,75,36,60,68,0,50,85,20,11,45,18,20,12,6,1
1874,1784,10,0,6,19,15,2,0,14,18,9,18,8,1,8,52,69,72,16,5,8,32,58,294,105,8,2,38,49,64,115,70,42,15,16,84,35,74,74,1,49,82,23,9,36,23,15,13,6,2
1875,1819,16,3,5,16,16,1,0,10,11,10,25,11,2,5,66,75,71,14,3,10,34,42,260,110,8,6,48,36,71,146,85,38,15,32,78,45,67,71,1,60,78,22,12,30,16,15,17,4,2
